"participantnum","date","ms_condition","dv_order","prous1","prous2","prous3","prous4","prous5","antius1","antius2","antius3","antius4","antius5","cheerful","sad","active","angryatself","disgusted","calm","guilty","enthusiastic","attentive","afraid","joyful","downhearted","bashful","tired","nervous","sheepish","sluggish","amazed","lonely","distressed","daring","shaky","sleepy","blameworthy","surprised","happy","excited","determined","strong","timid","hostile","frightened","scornful","alone","proud","astonished","relaxed","alert","jittery","interested","irritable","upset","lively","loathing","delighted","angry","ashamed","confident","inspired","bold","atease","energetic","fearless","blue","scared","concentrating","disgustedwithself","shy","drowsy","dissatisfiedwithself","countryofbirth","race","americanid","msincomplete","expert","source","location","proauth_avg","antiauth_avg","pro_minus_anti","pass_ER1","pass_ER2","pass_ER3","source_n"
"39",NA,"ms","anti-first",9,7,7,8,7,8,7,7,9,6,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,"1",NA,NA,"0",0,"illinois","illinois",7.33333333333333,7.33333333333333,0,TRUE,FALSE,FALSE,89
"40",NA,"tv","anti-first",6,6,6,6,6,6,6,6,7,6,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,"1","4",NA,"0",0,"illinois","illinois",6,6.33333333333333,-0.333333333333333,TRUE,FALSE,FALSE,89
"41",NA,"tv","anti-first",7,6,6,7,8,7,7,6,8,9,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,"1","1",NA,"0",0,"illinois","illinois",7,7.66666666666667,-0.666666666666667,TRUE,TRUE,FALSE,89
"42",NA,"ms","pro-first",5,8,4,5,5,4,5,6,6,5,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"1","1",NA,"1",0,"illinois","illinois",4.66666666666667,5.66666666666667,-1,FALSE,FALSE,FALSE,89
"43",NA,"ms","pro-first",9,7,7,4,4,7,8,8,7,6,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,"1","1",NA,"0",0,"illinois","illinois",5,7,-2,TRUE,TRUE,FALSE,89
"44",NA,"tv","anti-first",5,5,5,5,5,5,5,4,4,4,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"2","4",NA,"0",0,"illinois","illinois",5,4,1,TRUE,FALSE,FALSE,89
"45",NA,"ms","pro-first",8,7,7,9,8,3,5,4,3,4,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,"1","4",NA,"0",0,"illinois","illinois",8,3.66666666666667,4.33333333333333,TRUE,FALSE,FALSE,89
"46",NA,"tv","pro-first",7,5,4,8,8,5,5,2,4,6,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,"1","4",NA,"0",0,"illinois","illinois",6.66666666666667,4,2.66666666666667,TRUE,FALSE,FALSE,89
"47",NA,"ms","anti-first",5,5,7,6,7,6,5,3,7,4,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,"1","4",NA,"0",0,"illinois","illinois",6.66666666666667,4.66666666666667,2,TRUE,FALSE,FALSE,89
"48",NA,"tv","anti-first",5,5,4,3,2,9,9,9,9,9,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,"1",NA,NA,"0",0,"illinois","illinois",3,9,-6,TRUE,FALSE,FALSE,89
"49",NA,"tv","pro-first",5,6,5,4,6,5,3,6,5,7,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"2","4",NA,"0",0,"illinois","illinois",5,6,-1,TRUE,FALSE,FALSE,89
"50",NA,"ms","pro-first",4,5,6,7,7,4,5,4,3,5,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,"1","1",NA,"0",0,"illinois","illinois",6.66666666666667,4,2.66666666666667,TRUE,TRUE,FALSE,89
"51",NA,"ms","anti-first",7,5,6,5,5,6,6,6,8,6,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,"1",NA,NA,"0",0,"illinois","illinois",5.33333333333333,6.66666666666667,-1.33333333333333,TRUE,FALSE,FALSE,89
"52",NA,"tv","anti-first",6,6,5,5,6,7,8,9,9,9,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,"1",NA,NA,"0",0,"illinois","illinois",5.33333333333333,9,-3.66666666666667,TRUE,FALSE,FALSE,89
"53",NA,"tv","anti-first",7,5,5,7,5,3,3,5,5,2,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,"1","1",NA,"0",0,"illinois","illinois",5.66666666666667,4,1.66666666666667,TRUE,TRUE,FALSE,89
"54",NA,"ms","pro-first",6,7,7,9,9,7,7,7,5,5,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"2","4",NA,"0",0,"illinois","illinois",8.33333333333333,5.66666666666667,2.66666666666667,TRUE,FALSE,FALSE,89
"55",NA,"ms","pro-first",7,7,6,7,8,5,7,7,7,7,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"1","1",NA,"0",0,"illinois","illinois",7,7,0,TRUE,TRUE,FALSE,89
"56",NA,"ms","anti-first",6,6,5,5,6,4,5,6,4,6,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"1","1",NA,"0",0,"illinois","illinois",5.33333333333333,5.33333333333333,0,TRUE,TRUE,FALSE,89
"57",NA,"tv","pro-first",5,4,4,4,6,5,6,7,6,6,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"1","1",NA,"0",0,"illinois","illinois",4.66666666666667,6.33333333333333,-1.66666666666667,TRUE,TRUE,FALSE,89
"58",NA,"tv","anti-first",6,7,5,5,6,7,6,7,7,6,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"2","4",NA,"0",0,"illinois","illinois",5.33333333333333,6.66666666666667,-1.33333333333333,TRUE,FALSE,FALSE,89
"59",NA,"ms","pro-first",6,6,5,4,4,3,6,4,2,5,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,"1","1",NA,"0",0,"illinois","illinois",4.33333333333333,3.66666666666667,0.666666666666667,TRUE,TRUE,FALSE,89
"60",NA,"tv","anti-first",7,6,5,7,7,3,6,4,2,6,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"1","1",NA,"0",0,"illinois","illinois",6.33333333333333,4,2.33333333333333,TRUE,TRUE,FALSE,89
"61",NA,"ms","anti-first",9,7,9,5,6,5,5,5,6,6,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,"1","2",NA,"0",0,"illinois","illinois",6.66666666666667,5.66666666666667,1,TRUE,FALSE,FALSE,89
"62",NA,"ms","anti-first",8,6,5,7,7,3,3,5,1,4,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,"1","1",NA,"0",0,"illinois","illinois",6.33333333333333,3.33333333333333,3,TRUE,TRUE,FALSE,89
"63",NA,"ms","pro-first",6,5,5,7,5,5,5,5,6,5,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,"1","4",NA,"0",0,"illinois","illinois",5.66666666666667,5.33333333333333,0.333333333333334,TRUE,FALSE,FALSE,89
"64",NA,"ms","anti-first",1,5,6,3,5,1,5,6,1,6,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,"2","4",NA,"0",0,"illinois","illinois",4.66666666666667,4.33333333333333,0.333333333333334,TRUE,FALSE,FALSE,89
"65",NA,"tv","anti-first",6,5,6,6,6,6,6,6,7,7,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"1","1",NA,"0",0,"illinois","illinois",6,6.66666666666667,-0.666666666666667,TRUE,TRUE,FALSE,89
"66",NA,"tv","pro-first",5,7,7,7,5,5,7,7,5,5,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,"1","2",NA,"0",0,"illinois","illinois",6.33333333333333,5.66666666666667,0.666666666666666,TRUE,FALSE,FALSE,89
"67",NA,"ms","pro-first",5,5,5,6,6,5,7,7,8,8,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1","1",NA,"0",0,"illinois","illinois",5.66666666666667,7.66666666666667,-2,TRUE,TRUE,FALSE,89
"68",NA,"tv","anti-first",2,6,5,3,3,6,3,6,5,7,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1","6",NA,"0",0,"illinois","illinois",3.66666666666667,6,-2.33333333333333,TRUE,FALSE,FALSE,89
"69",NA,"tv","anti-first",4,7,7,6,5,6,7,7,7,8,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,"1","1",NA,"0",0,"illinois","illinois",6,7.33333333333333,-1.33333333333333,TRUE,TRUE,FALSE,89
"70",NA,"ms","anti-first",5,5,4,4,4,6,6,6,7,7,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"1","2",NA,"0",0,"illinois","illinois",4,6.66666666666667,-2.66666666666667,TRUE,FALSE,FALSE,89
"71",NA,"tv","pro-first",9,9,9,7,7,9,9,9,5,5,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,"1","2",NA,"0",0,"illinois","illinois",7.66666666666667,6.33333333333333,1.33333333333333,TRUE,FALSE,FALSE,89
"72",NA,"ms","anti-first",5,6,4,6,4,3,2,4,3,1,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"2","1",NA,"0",0,"illinois","illinois",4.66666666666667,2.66666666666667,2,TRUE,FALSE,FALSE,89
"73",NA,"tv","anti-first",5,7,5,8,8,3,6,4,6,6,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,"1","1",NA,"0",0,"illinois","illinois",7,5.33333333333333,1.66666666666667,TRUE,TRUE,FALSE,89
"74",NA,"tv","pro-first",5,7,7,7,7,5,7,7,6,7,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"1","1",NA,"0",0,"illinois","illinois",7,6.66666666666667,0.333333333333333,TRUE,TRUE,FALSE,89
"75",NA,"ms","anti-first",7,7,6,7,6,6,7,4,6,5,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,"2","4",NA,"0",0,"illinois","illinois",6.33333333333333,5,1.33333333333333,TRUE,FALSE,FALSE,89
"76",NA,"tv","anti-first",6,7,7,7,6,7,9,9,9,7,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"1","1",NA,"0",0,"illinois","illinois",6.66666666666667,8.33333333333333,-1.66666666666667,TRUE,TRUE,FALSE,89
"77",NA,"tv","pro-first",5,3,3,3,3,5,7,6,7,7,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,"2","4",NA,"0",0,"illinois","illinois",3,6.66666666666667,-3.66666666666667,TRUE,FALSE,FALSE,89
"78",NA,"ms","anti-first",7,5,5,7,6,4,6,3,4,6,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,"1","1",NA,"0",0,"illinois","illinois",6,4.33333333333333,1.66666666666667,TRUE,TRUE,FALSE,89
"79",NA,"tv","pro-first",6,4,5,8,8,5,6,7,4,6,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,"1","4",NA,"0",0,"illinois","illinois",7,5.66666666666667,1.33333333333333,TRUE,FALSE,FALSE,89
"80",NA,"ms","anti-first",5,6,6,6,6,5,4,4,3,3,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"1","4",NA,"0",0,"illinois","illinois",6,3.33333333333333,2.66666666666667,TRUE,FALSE,FALSE,89
"81",NA,"tv","anti-first",4,5,4,6,5,5,7,6,6,6,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"1","1",NA,"0",0,"illinois","illinois",5,6,-1,TRUE,TRUE,FALSE,89
"82",NA,"ms","pro-first",6,6,6,8,8,7,8,8,8,8,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"1","4",NA,"0",0,"illinois","illinois",7.33333333333333,8,-0.666666666666667,TRUE,FALSE,FALSE,89
"83",NA,"tv","anti-first",5,4,5,4,5,5,5,6,5,5,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,"1",NA,NA,"0",0,"illinois","illinois",4.66666666666667,5.33333333333333,-0.666666666666666,TRUE,FALSE,FALSE,89
"84",NA,"ms","pro-first",8,7,7,9,8,7,8,6,9,9,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,"1","1",NA,"0",0,"illinois","illinois",8,8,0,TRUE,TRUE,FALSE,89
"85",NA,"ms","pro-first",5,5,4,4,7,5,5,5,4,7,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"1","1",NA,"0",0,"illinois","illinois",5,5.33333333333333,-0.333333333333333,TRUE,TRUE,FALSE,89
"86",NA,"tv","anti-first",7,8,7,3,4,7,7,7,8,7,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,"1",NA,NA,"0",0,"illinois","illinois",4.66666666666667,7.33333333333333,-2.66666666666667,TRUE,FALSE,FALSE,89
"87",NA,"tv","anti-first",7,5,6,9,9,7,5,6,9,9,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"1","1",NA,"0",0,"illinois","illinois",8,8,0,TRUE,TRUE,FALSE,89
"88",NA,"ms","anti-first",5,5,5,5,5,9,9,9,9,9,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1","1",NA,"0",0,"illinois","illinois",5,9,-4,TRUE,TRUE,FALSE,89
